47 12
-0,093606 -0,129791 3,268391 1,272549 0,166303 3,108682 -1,440356 0,208073 3,211743 -0,074331 0,643899 3,364851
-0,093229 -0,121188 3,275769 1,286875 0,167172 3,137216 -1,432907 0,207700 3,185656 -0,084169 0,644496 3,327600
-0,090648 -0,128372 3,271156 1,283284 0,164535 3,132978 -1,439770 0,206701 3,212630 -0,073523 0,646729 3,340342
-0,093174 -0,134124 3,273525 1,282342 0,171459 3,110251 -1,433066 0,208114 3,217194 -0,077371 0,637467 3,328052
-0,092325 -0,128831 3,270063 1,278170 0,166680 3,120924 -1,442986 0,208537 3,226655 -0,066275 0,646783 3,340722
-0,091631 -0,130356 3,273514 1,283696 0,173173 3,117322 -1,429738 0,205694 3,185240 -0,077371 0,637467 3,328052
-0,093576 -0,127217 3,277109 1,282037 0,159400 3,122004 -1,433762 0,208235 3,222885 -0,069936 0,641076 3,328462
-0,090451 -0,125487 3,278797 1,283913 0,164467 3,122659 -1,422816 0,206991 3,166851 -0,073361 0,638930 3,316231
-0,089714 -0,128879 3,272682 1,283322 0,165464 3,127276 -1,432388 0,208958 3,196810 -0,084593 0,637405 3,327643
-0,092982 -0,129342 3,269405 1,278494 0,172267 3,109052 -1,434111 0,209253 3,195990 -0,081621 0,643839 3,364450
-0,089470 -0,129798 3,269261 1,276989 0,166156 3,101878 -1,437561 0,211404 3,210928 -0,063233 0,641830 3,353112
-0,089426 -0,122644 3,271069 1,277423 0,161197 3,117956 -1,434088 0,212510 3,206656 -0,069936 0,641076 3,328462
-0,088620 -0,130749 3,275985 1,274932 0,161651 3,125864 -1,424036 0,210789 3,188862 -0,070147 0,637523 3,328431
-0,089594 -0,131434 3,259639 1,278151 0,160239 3,122545 -1,432477 0,213441 3,200900 -0,070147 0,637523 3,328431
-0,090223 -0,127471 3,267910 1,275008 0,166524 3,100684 -1,436732 0,213353 3,202430 -0,070147 0,637523 3,328431
-0,090508 -0,132203 3,263993 1,290662 0,174486 3,136649 -1,426669 0,215194 3,201226 -0,070147 0,637523 3,328431
-0,089689 -0,132438 3,265203 1,280566 0,169661 3,115947 -1,423006 0,215148 3,185210 -0,066490 0,643234 3,340768
-0,087419 -0,134681 3,280459 1,273661 0,166519 3,104767 -1,428671 0,216446 3,194562 -0,070147 0,637523 3,328431
-0,087265 -0,126027 3,279435 1,282642 0,171291 3,117721 -1,432448 0,217273 3,212884 -0,062807 0,648967 3,353107
-0,090142 -0,132275 3,274335 1,291999 0,172602 3,131900 -1,431986 0,216787 3,213146 -0,070147 0,637523 3,328431
-0,088380 -0,133355 3,280558 1,281844 0,170833 3,120014 -1,432324 0,216780 3,199836 -0,073948 0,639616 3,340365
-0,084490 -0,121745 3,272361 1,312669 0,179590 3,164583 -1,433761 0,215682 3,214703 -0,066275 0,646783 3,340722
-0,085363 -0,127904 3,274523 1,291533 0,166941 3,123301 -1,428188 0,212812 3,190990 -0,063233 0,641830 3,353112
-0,089123 -0,125328 3,273814 1,282250 0,168935 3,118541 -1,434139 0,216760 3,201308 -0,076765 0,636798 3,304077
-0,089895 -0,132837 3,279628 1,287813 0,174520 3,131589 -1,430123 0,212467 3,184606 -0,070147 0,637523 3,328431
-0,085325 -0,126095 3,274939 1,281875 0,167064 3,122496 -1,431749 0,213548 3,209559 -0,070147 0,637523 3,328431
-0,088388 -0,131780 3,274317 1,281572 0,168188 3,123994 -1,428311 0,212593 3,188083 -0,063022 0,645406 3,353149
-0,089730 -0,125685 3,266963 1,278397 0,166312 3,124487 -1,425331 0,211926 3,192522 -0,069936 0,641076 3,328462
-0,090114 -0,132507 3,282744 1,291115 0,168023 3,138822 -1,430607 0,213327 3,193126 -0,066701 0,639670 3,340733
-0,096076 -0,128044 3,271015 1,294635 0,171429 3,143244 -1,442378 0,213713 3,231448 -0,070147 0,637523 3,328431
-0,088610 -0,127895 3,264718 1,289388 0,175135 3,129090 -1,429467 0,210479 3,182731 -0,059744 0,644004 3,365566
-0,090855 -0,125863 3,270535 1,269648 0,164040 3,105832 -1,433327 0,210478 3,196584 -0,070147 0,637523 3,328431
-0,091682 -0,127487 3,272743 1,282869 0,169925 3,113145 -1,439842 0,213622 3,236782 -0,070147 0,637523 3,328431
-0,093208 -0,129162 3,271613 1,276729 0,165710 3,118383 -1,431817 0,214849 3,201114 -0,073948 0,639616 3,340365
-0,094171 -0,130723 3,266711 1,271076 0,169120 3,096714 -1,446248 0,214859 3,214332 -0,076975 0,633269 3,304054
-0,093164 -0,131008 3,281269 1,275541 0,158703 3,111557 -1,432352 0,212261 3,198511 -0,076765 0,636798 3,304077
-0,093110 -0,126674 3,271188 1,277670 0,172366 3,113768 -1,448895 0,214824 3,222006 -0,077562 0,645298 3,352398
-0,091849 -0,127251 3,270971 1,281408 0,165978 3,138012 -1,433306 0,211809 3,187241 -0,080773 0,635331 3,315813
-0,093246 -0,130874 3,266307 1,270859 0,168620 3,093477 -1,435867 0,213920 3,204904 -0,074120 0,647488 3,364881
-0,092389 -0,132282 3,268575 1,275641 0,165977 3,120119 -1,440985 0,212976 3,201917 -0,077371 0,637467 3,328052
-0,092858 -0,131485 3,292310 1,278167 0,171938 3,119205 -1,432494 0,212313 3,189313 -0,063233 0,641830 3,353112
-0,094968 -0,125806 3,278535 1,284425 0,171896 3,126356 -1,445868 0,215338 3,210989 -0,077371 0,637467 3,328052
-0,098652 -0,130564 3,267919 1,268959 0,166421 3,103885 -1,436669 0,215191 3,195561 -0,084383 0,640959 3,327662
-0,092516 -0,124231 3,271864 1,266558 0,163303 3,096803 -1,436830 0,215053 3,181573 -0,077371 0,637467 3,328052
-0,097470 -0,131008 3,274242 1,281405 0,169565 3,112920 -1,444394 0,215890 3,207211 -0,081194 0,639556 3,339969
-0,099373 -0,130505 3,274533 1,274458 0,168818 3,121849 -1,435490 0,217621 3,197457 -0,084593 0,637405 3,327643
-0,100622 -0,129856 3,273271 1,272126 0,164634 3,116443 -1,440403 0,220009 3,188219 -0,077562 0,645298 3,352398
