38 12
-0,087357 -0,177799 3,329519 0,313896 1,316406 3,202112 -0,442578 1,339548 3,359895 -0,086221 0,615009 3,426278
-0,085141 -0,175759 3,336843 0,368003 1,258053 3,098053 -0,440067 1,344198 3,362068 -0,082945 0,620734 3,439354
-0,083014 -0,175232 3,337451 0,415416 1,165484 3,006623 -0,438983 1,341890 3,351680 -0,082746 0,617138 3,439276
-0,077110 -0,179010 3,339264 0,443022 1,044149 2,960296 -0,439229 1,346111 3,348202 -0,083143 0,617060 3,439234
-0,079540 -0,180273 3,332980 0,424659 0,905492 2,861190 -0,442320 1,346126 3,349900 -0,091059 0,613934 3,464487
-0,074803 -0,186097 3,342493 0,428639 0,793381 2,857243 -0,444665 1,325226 3,338697 -0,083526 0,609665 3,438728
-0,073043 -0,179995 3,344457 0,418649 0,689451 2,817461 -0,444187 1,350248 3,363313 -0,083143 0,617060 3,439234
-0,077501 -0,175963 3,340486 0,414654 0,643377 2,875728 -0,447863 1,340465 3,354092 -0,082746 0,617138 3,439276
-0,075044 -0,175673 3,339696 0,401641 0,603417 2,861209 -0,445243 1,342677 3,358454 -0,082946 0,613481 3,439243
-0,071451 -0,184512 3,336033 0,394823 0,604131 2,892620 -0,449719 1,338973 3,360504 -0,082946 0,613481 3,439243
-0,078110 -0,178806 3,348445 0,390182 0,605048 2,852197 -0,445121 1,334603 3,351856 -0,079448 0,622890 3,452434
-0,076822 -0,180633 3,346655 0,385886 0,657754 2,847498 -0,446708 1,348755 3,367676 -0,075721 0,617118 3,439644
-0,082191 -0,182061 3,344347 0,386213 0,732739 2,854560 -0,442393 1,351027 3,364698 -0,082946 0,613481 3,439243
-0,081998 -0,182219 3,323523 0,393339 0,821030 2,762211 -0,441655 1,346876 3,357881 -0,080030 0,611782 3,451789
-0,087028 -0,177932 3,334207 0,388376 0,947030 2,768788 -0,446800 1,341919 3,367111 -0,079249 0,619281 3,452357
-0,082652 -0,178843 3,331418 0,389760 1,057734 2,797853 -0,441417 1,349809 3,361945 -0,079448 0,622890 3,452434
-0,085287 -0,175064 3,340687 0,387718 1,112836 2,904658 -0,440593 1,348085 3,356248 -0,082543 0,620779 3,439222
-0,081963 -0,177853 3,336717 0,390436 1,090792 2,876874 -0,445666 1,343944 3,361641 -0,079448 0,622890 3,452434
-0,082450 -0,174052 3,330766 0,383277 1,031754 2,839526 -0,447142 1,328865 3,346241 -0,079249 0,619281 3,452357
-0,077265 -0,186413 3,328676 0,377993 0,941815 2,737903 -0,447503 1,326435 3,343080 -0,083143 0,617060 3,439234
-0,080685 -0,175663 3,342125 0,382961 0,860611 2,769246 -0,445230 1,332123 3,348875 -0,079646 0,619203 3,452308
-0,077512 -0,182048 3,327813 0,382762 0,764983 2,738255 -0,445540 1,342232 3,356822 -0,080030 0,611782 3,451789
-0,074567 -0,183540 3,330424 0,390521 0,711987 2,815798 -0,443122 1,340840 3,344164 -0,075915 0,613429 3,439428
-0,073371 -0,178518 3,331649 0,381225 0,653271 2,786496 -0,443324 1,355474 3,355896 -0,079646 0,619203 3,452308
-0,076973 -0,186892 3,332979 0,369792 0,642815 2,803986 -0,439529 1,348295 3,337731 -0,075721 0,617118 3,439644
-0,075274 -0,185424 3,340743 0,360976 0,749568 2,747736 -0,441726 1,338051 3,332426 -0,079646 0,619203 3,452308
-0,077297 -0,187487 3,340631 0,352705 0,845832 2,757785 -0,439683 1,342140 3,335405 -0,075720 0,609866 3,439532
-0,078870 -0,186922 3,339499 0,347811 1,069584 2,785448 -0,441864 1,355056 3,362714 -0,079449 0,615611 3,452320
-0,080757 -0,176230 3,345119 0,351596 1,157641 2,886330 -0,446059 1,341610 3,352338 -0,079249 0,619281 3,452357
-0,076825 -0,183936 3,346694 0,362486 1,150108 2,878364 -0,446055 1,331298 3,346981 -0,079050 0,615657 3,452193
-0,073886 -0,183979 3,347733 0,451942 1,112243 2,998554 -0,450034 1,328951 3,349731 -0,079448 0,622890 3,452434
-0,071580 -0,177038 3,336446 0,506071 1,021800 2,917733 -0,449725 1,345805 3,357080 -0,079249 0,619281 3,452357
-0,072281 -0,170879 3,352296 0,557589 1,054455 2,960185 -0,446514 1,339261 3,344067 -0,079246 0,626560 3,452472
-0,077460 -0,184906 3,343041 0,567541 1,079028 2,982433 -0,449887 1,352354 3,364839 -0,082547 0,613527 3,439111
-0,086536 -0,189683 3,356683 0,545102 1,213707 3,156540 -0,449439 1,344315 3,359030 -0,082746 0,617138 3,439276
-0,085658 -0,182537 3,349237 0,511124 1,266388 3,196481 -0,447416 1,341095 3,348215 -0,082946 0,613481 3,439243
-0,087737 -0,176276 3,345692 0,441676 1,296792 3,168080 -0,442316 1,359862 3,356872 -0,082543 0,620779 3,439222
-0,088290 -0,183736 3,346136 0,361869 1,381187 3,370803 -0,444145 1,350543 3,352141 -0,083143 0,617060 3,439234
